userID,Location,Age
68760,"northampton, pennsylvania, usa",34
68943,"coventry, connecticut, usa",34
68984,"aurora, illinois, usa",26
69042,"drayton valley, alberta, canada",55
69056,"somerville, massachusetts, usa",34
69078,"new york, new york, usa",42
69156,"cross plains, wisconsin, usa",31
69188,"austin, texas, usa",34
69211,"oviedo, florida, usa",34
69232,"mooresville, north carolina, usa",55
69355,"syracuse, new york, usa",34
69378,"mililani, hawaii, usa",46
69389,"nebraska city, nebraska, usa",29
69405,"ede, gelderland, netherlands",36
69554,"new bern, north carolina,",34
69684,"philadelphia, pennsylvania, usa",33
69697,"west sacramento, california, usa",24
69709,"san juan capistrano, california, usa",34
69721,"minneapolis, minnesota, usa",32
69775,"augusta, maine, usa",41
69808,"asnières, ile de france, france",34
69933,"perkasie, pennsylvania, usa",34
69971,"pinehurst, north carolina, usa",43
70052,"st. john`s, ontario, canada",30
70065,"winnipeg, manitoba, canada",19
70183,"carbonear, newfoundland, canada",25
70415,"crescent city, florida, usa",57
70541,"hamburg, hamburg, germany",26
70594,"prince george, british columbia, canada",53
70649,"casper, wyoming, usa",31
70666,"warwick, rhode island, usa",18
70703,"porto, n/a, portugal",33
70931,"new haven, connecticut, usa",36
70999,"hauppauge, long island, new york, usa",57
71102,"glasgow, scotland, united kingdom",23
71234,"cumberland, maryland, usa",30
71470,"ottawa, ontario, canada",62
71490,"west los angeles, california, usa",23
71587,"herkimer, new york, usa",34
71712,"valley center, kansas, usa",26
71739,"mainz, rheinland-pfalz, germany",34
71831,"houston, texas, usa",21
71853,"somerville, massachusetts, usa",23
71900,"cleveland, ohio, usa",34
71902,"oakton, virginia, usa",34
71940,"berlin, berlin, germany",34
72028,"alexandria, virginia, usa",34
72190,"durango, colorado, usa",34
72214,"ottawa, ontario, canada",40
72352,"samieira, pontevedra, spain",49
72523,"grand island, new york, usa",34
72530,"arlington, virginia, usa",42
72742,"newark, california, usa",34
72785,"gordonsville, virginia, usa",39
72990,"watertown, new york, usa",31
72992,"vanves, ile-de-france, france",44
73044,"sudbury, ontario, canada",34
73056,"annapolis, maryland, usa",34
73196,"little rock, arkansas, usa",35
73330,"seattle, washington, usa",29
73394,"san diego, california, usa",33
73399,"shah alam, selangor, malaysia",17
73464,"augsburg, bayern, germany",28
73548,"citrus heights, california, usa",34
73588,"astoria, new york, usa",38
73651,"grapevine, texas, usa",34
73681,"almada, setúbal, portugal",27
73923,"montrose, california, usa",29
74026,"san diego, california, usa",21
74056,"san gabriel, california, usa",24
74106,"dyersburg, tennessee, usa",64
74172,"strasbourg, alsace, france",20
74185,"lacey, washington, usa",28
74215,"lyon, rhône-alpes, france",26
74286,"pampa, texas, usa",23
74328,"capitola, california, usa",40
74453,"lansdale, pennsylvania, usa",61
74493,"pineville, pennsylvania, usa",28
74655,"wien, wien, austria",32
74665,"new bedford, massachusetts, usa",34
74689,"seattle, washington, usa",39
74691,"birmingham, alabama, usa",49
74758,"turners falls, massachusetts, usa",24
75081,", illinois, usa",29
75089,"salt lake city, utah, usa",34
75115,"darmstadt, hessen, germany",31
75149,"geneva, illinois, usa",36
75485,"gainesville, florida, usa",27
75551,"naugatuck, connecticut, usa",31
75591,"charleston, west virginia, usa",33
75783,"philadelphia, pennsylvania, usa",34
75819,"west falls, new york, usa",34
75860,"buffalo, minnesota, usa",30
76019,"norwich, england, united kingdom",28
76102,"buckfield, maine, usa",33
76151,"sioux falls, south dakota, usa",49
76168,"southborough, massachusetts, usa",34
76173,"comox, british columbia, canada",71
76223,"lisboa, lisboa, portugal",25
76352,"olympia, washington, usa",58
76482,"zanesville, ohio, usa",34
76483,"orange park, florida, usa",37
76499,"new york, new york, usa",34
76530,"santa clarita, california, usa",55
76532,"seattle, washington, usa",36
76626,"london, england, united kingdom",38
76710,"marietta, georgia, usa",57
76803,"brooklyn, ,",34
76818,"little rock, arkansas, usa",49
76888,"easley, south carolina, usa",19
76942,"sacramento, california, usa",25
77039,"barcelona, catalunya, spain",35
77181,"louisville, kentucky, usa",33
77270,"menomonee falls, wisconsin, usa",18
77383,"ottawa, ontario, canada",25
77480,"gig harbor, washington, usa",51
77772,"lynnwood, washington, usa",13
77809,"atlantic highlands, new jersey, usa",29
77940,"melaka, melaka, malaysia",34
78015,"enfield, connecticut, usa",32
78328,"mount airy, maryland, usa",24
78448,"fairfax, virginia, usa",34
78553,"el cajon, california, usa",40
78619,"melbourne, victoria, australia",37
78755,"remscheid, nordrhein-westfalen, germany",53
78783,"chantilly, virginia, usa",49
78834,"honolulu, hawaii, usa",28
78846,"daphne, alabama, usa",58
78973,"amadora, lisboa, portugal",29
79009,"wellsburg, west virginia, usa",34
79186,"fairbanks, alaska, usa",37
79215,"valley center, california, usa",34
79266,"lakeland, florida, usa",34
79285,"boise, idaho, usa",34
79441,"spruce grove, alberta, canada",43
79556,"nottingham, england, united kingdom",27
79740,"st. louis, missouri, usa",24
79854,"liverpool, merseyside, united kingdom",29
79942,"mackay, queensland, australia",26
79961,"hickory, north carolina, usa",23
79977,"chesapeake, virginia, usa",35
80071,"salt lake city, utah, usa",28
80538,"lisboa, lisboa, portugal",32
80555,"warminster, wiltshire, united kingdom",20
80683,"new castle, delaware, usa",27
80803,"paris, ile de france, france",27
80810,"warrensburg, missouri, usa",33
80908,"lleida, catalunya, spain",30
80945,"freiburg, baden-württemberg, germany",46
80954,"chicago, illinois, usa",34
81015,"saskatoon, saskatchewan, canada",15
81121,"chesterfield, missouri, usa",34
81207,"maia, porto, portugal",20
81263,"shanghai, shanghai, china",17
81274,"london, england, united kingdom",28
81298,"savannah, georgia, usa",20
81318,"cambridge, massachusetts, usa",25
81368,"mesa, arizona, usa",28
81492,"san antonio, texas, usa",28
81560,"christchurch, canterbury, new zealand",34
81597,"wichita, kansas, usa",34
81611,"jacksonville, north carolina, usa",45
81682,"bluffton, south carolina,",36
81771,"sacramento, california, usa",37
81848,"springfield, illinois, usa",35
81855,"horsham, west sussex, united kingdom",42
81950,"wien, wien, austria",23
81977,"minneapolis, minnesota, usa",34
82407,"washington, dc, usa",34
82497,"yulee, florida, usa",47
82511,"firenze, toscana, italy",34
82825,"alexandria, virginia, usa",38
82831,"nashville, tennessee, usa",21
82893,"san antonio, texas, usa",40
83096,"lisboa, n/a, portugal",47
83109,"montreal, quebec, canada",34
83239,"prince george, british columbia, canada",21
83287,"tulsa, oklahoma, usa",45
83431,"trenton, ontario, canada",35
83443,"grifton, ,",34
83496,"westfield, new jersey, usa",34
83637,"raleigh, north carolina, usa",57
83646,"covington, virginia, usa",34
83671,"iowa city, ,",52
83743,"deal, england, united kingdom",30
83754,"las vegas, nevada, usa",65
84024,"abilene, texas, usa",37
84479,"philadelphia, pennsylvania, usa",25
84523,"apopka, ,",30
84795,"alpharetta, ,",34
84820,"columbus, ohio, usa",34
84831,"stuttgart, baden-württemberg, germany",7
84882,"woodstock, georgia, usa",34
84897,"pleasanton, california, usa",34
85043,"charlottesville, virginia, usa",34
85280,"minneapolis, minnesota, usa",38
85367,"gloversville, new york, usa",17
85426,"chisholm, minnesota, usa",23
85433,"tübingen, baden-wuerttemberg, germany",33
85526,"victoria, british columbia, canada",36
85656,"cottage grove, oregon, usa",41
85757,"pawtucket, rhode island, usa",40
85993,"portland, oregon, usa",40
86033,"sydney, new south wales, australia",26
86145,"alexandria, virginia, usa",45
86189,"tustin, california, usa",34
86202,"sydney, new south wales, australia",26
86242,"new york, new york, usa",24
86243,"christchurch, canterbury, new zealand",34
86392,"cornwall, prince edward island, canada",25
86408,"vista, california, usa",39
86548,"ploiesti, prahova, romania",24
86641,"rison, arkansas, usa",39
86720,"calgary, alberta, canada",34
86835,"mercer island, ,",34
86947,"san antonio, texas, usa",71
87141,"huntington beach, california, usa",34
87540,"saint cloud, minnesota, usa",52
87549,"tualatin, oregon, usa",34
87555,"lexington, kentucky, usa",31
87707,"paris, ile de france, france",23
87712,"yarmouth, nova scotia, canada",19
87911,"new york, new york, usa",20
87929,"portland, maine, usa",25
87938,"n/a, n/a, malaysia",15
87949,"gladewater, texas, usa",44
87964,"toledo, ohio, usa",56
88122,"jacksonville, north carolina, usa",30
88229,"thermopolis, wyoming, usa",44
88283,"hamburg, hamburg, germany",24
88288,"bedford, massachusetts, usa",34
88330,"hendersonville, tennessee, usa",34
88412,"toronto, ontario, canada",36
88416,"arlington, ,",34
88435,"quezon city, ncr, philippines",19
88620,"heemstede, noord-holland, netherlands",27
88652,"lanham, maryland, usa",83
88677,"laval, quebec, canada",44
88693,"shanghai, shanghai, china",30
88733,"houston, texas, usa",34
88738,"harpers ferry, west virginia, usa",34
88793,"arcata, california, usa",25
88937,"cary, north carolina, usa",39
89014,"surfside beach, south carolina, usa",34
89192,"goor, alabama, netherlands",34
89207,"gateshead, england, united kingdom",26
89307,"santa rosa, california, usa",61
89507,"pt.pleasant, new jersey, usa",30
89551,"colorado springs, colorado, usa",29
89602,"honolulu, hawaii, usa",34
89851,"warminster, pennsylvania, usa",34
89867,"montreal, quebec, canada",28
89891,"olesa de montserrat, barcelona, spain",34
90049,"victoria, british columbia, canada",30
90137,"norfolk, virginia, usa",40
90198,"cornwall, new york,",34
90232,"strasbourg, alsace, france",23
90391,"queens, new york, usa",41
90417,"rye, new hampshire, usa",40
90471,"san diego, california, usa",31
90616,"southfield, michigan, usa",34
90731,"ypsilanti, michigan, usa",29
90766,"rangoon, rangoon, burma",34
91002,"anytown, new york, usa",37
91026,"maynooth, kildare, ireland",40
91058,"blanco, texas, usa",63
91103,"casper, wyoming, usa",35
91113,"chicago, illinois, usa",26
91119,"infrontofmycomputer, wyoming, usa",41
91130,"mcleansville, north carolina, usa",39
91184,"kuala lumpur, kuala lumpur, malaysia",31
91203,"glasgow, scotland, united kingdom",30
91342,"doha, doha, qatar",29
91449,"farncombe, surrey, united kingdom",34
91631,"new port richey, ,",34
91634,"pgh, pennsylvania, usa",34
91832,"miami, florida, usa",34
91931,"new westminster, british columbia, canada",40
92132,"terre haute, indiana, usa",20
92398,"battle creek, michigan, usa",34
92405,"dortmund, nordrhein-westfalen, germany",26
92498,"sydney, new south wales, australia",34
92547,"baker city, oregon, usa",29
92652,"saint john, new brunswick, canada",32
92810,"manistee, michigan, usa",60
92853,"ely, england, united kingdom",34
92861,"vancouver, british columbia, canada",34
92979,"fairfield, california, usa",34
93034,"london, england, united kingdom",45
93046,"fallon, nevada, usa",47
93047,"nashua, new hampshire, usa",52
93092,"sherwood park, alberta, canada",22
93141,"chilliwack, british columbia, canada",34
93147,"leeds, england, united kingdom",31
93179,"san diego, california, usa",34
93245,"enfield, new hampshire, usa",34
93363,"farmington hills, michigan, usa",30
93364,"calhoun, kentucky, usa",27
93426,"plano, texas, usa",35
93453,"palm desert, california, usa",34
93565,"tustin, ,",72
93629,"baton rouge, louisiana, usa",54
93631,"halifax, ,",26
93698,"halfmoon bay, british columbia, canada",70
93711,"howell, michigan, usa",68
94023,"dartford, kent, united kingdom",56
94242,"madrid, madrid, spain",28
94347,"oakland, new jersey, usa",44
94494,"tacoma, washington, usa",24
94529,"o fallon, missouri, usa",31
94730,"edinburgh, lothian, united kingdom",27
94744,"sturminster newton, dorset, united kingdom",45
94781,"edgerton, wisconsin, usa",34
94787,"cleveland, ohio, usa",24
94853,"christchurch, canterbury, new zealand",27
94923,"brick, new jersey, usa",40
94951,"san jose, california, usa",37
94952,"surrey, british columbia, canada",58
94985,"sant cugat del vallès, catalunya, spain",39
95010,"san jose, california, usa",34
95025,"boise, idaho, usa",21
95173,"sterling heights, michigan, usa",34
95250,"prospect, kentucky, usa",34
95261,"adelaide, south australia, australia",34
95316,"fredericton, new brunswick, canada",34
95353,"rock creek, british columbia, canada",59
95359,"charleston, west virginia, usa",33
95506,"chester, cheshire, united kingdom",42
95525,"glasgow, scotland, united kingdom",46
95574,"philadelphia, pennsylvania, usa",37
95902,"barcelona, catalunya, spain",57
95903,"mason, ohio, usa",27
95915,"scullin, australian capital territory, australia",13
95921,"st james, western australia, australia",34
95923,"bloomfield, new jersey, usa",17
95932,"manchester, new hampshire, usa",36
95991,"santa ana, california, usa",28
96357,"aiken, south carolina, usa",31
96440,"rochester, new york, usa",29
96448,"albuquerque, new mexico, usa",34
96473,"tübingen, baden-württemberg, germany",34
96554,"barcelona, catalunya, spain",36
96744,"jerez de la frontera, cadiz, spain",34
96771,"springfield, virginia, usa",43
96970,"minneapolis, minnesota, usa",42
97160,"north port, florida, usa",34
97179,"ryde, isle of wight, united kingdom",40
97208,"san rafael, california, usa",34
97290,"londonderry, new hampshire, usa",24
97324,"costa de caparica, lisbon, portugal",29
97721,"castro valley, california, usa",46
97754,"schenectady, new york, usa",46
97874,"n/a, british columbia, canada",34
97972,"dorking, surrey, england, united kingdom",21
98263,"north vancouver, british columbia, canada",35
98322,"st. petersburg, florida, usa",40
98356,"west blocton, alabama, usa",45
98391,"morrow, georgia, usa",52
98440,"yuma, arizona, usa",17
98484,"west point, new york, usa",18
98547,"columbia, south carolina, usa",43
98628,"kuwait, kuwait, kuwait",17
98647,"selayang, selangor, malaysia",26
98686,"norfolk, virginia, usa",32
98723,"cincinnati, ohio, usa",29
98741,"fairbanks, alaska, usa",30
98758,"calgary, alberta, canada",25
98783,"richboro, pennsylvania, usa",30
98787,"melbourne, victoria, australia",26
98887,"colorado springs, colorado, usa",49
98904,"billings, montana, usa",28
98930,"northampton, massachusetts, usa",34
98943,"toronto, ontario, canada",32
99032,"white plains, new york, usa",25
99312,"apple valley, minnesota, usa",28
99347,"muskegon, michigan, usa",30
99441,"seattle, washington, usa",33
99630,"framingham, massachusetts, usa",24
99720,"dahlonega, georgia, usa",34
99955,"lockport, new york, usa",14
99996,"toronto, ontario, canada",43
100009,"victoria, british columbia, canada",49
100088,"burnley, england, united kingdom",26
100227,"tehran, tehran, iran",36
100264,"brunswick, ohio, usa",37
100459,"bay area, california, usa",38
100578,"dublin, co. dublin, ireland",46
100644,"heilbronn, baden-wuerttemberg, germany",26
100648,"london, england, united kingdom",54
100782,"london, england, united kingdom",30
100846,"plainfield, illinois, usa",39
100906,"seattle, washington, usa",34
100984,"medford, oregon, usa",34
101081,"kota bharu, kelantan, malaysia",18
101141,"cincinnati, ohio, usa",57
101209,"ft huachuca, arizona, usa",44
101304,"chesapeake, virginia, usa",68
101305,"milwaukee, wisconsin, usa",29
101517,"ottawa, ontario, canada",34
101550,"villa ballester, buenos aires, argentina",29
101606,"niagara falls, ontario, canada",32
101620,"brookland, arkansas, usa",34
101731,"prince george, british columbia, canada",34
101851,"keizer, oregon, usa",29
101876,"nicholasville, kentucky, usa",38
102154,"salem, oregon, usa",34
102275,"saint clair, michigan, usa",52
102359,"springfield, oregon, usa",34
102375,"cwmbran, wales, united kingdom",27
102564,"marseilles, illinois, usa",54
102642,"longmont, colorado, usa",34
102647,"modesto, california, usa",14
102702,"honolulu, hawaii, usa",34
102705,"ottawa, ontario, canada",22
102899,"kardinya, western australia, australia",34
102967,"olympia, washington, usa",54
103144,"shah alam, selangor, malaysia",19
103336,"tucson, arizona, usa",55
103541,"linz, oberoesterreich, austria",24
104058,"newark, ohio, usa",34
104098,"regina, saskatchewan, canada",26
104113,"springfield, missouri, usa",24
104144,"florence, alabama, usa",65
104168,"mornington, victoria, australia",34
104211,"chattanooga, tennessee, usa",39
104243,"coatesville, pennsylvania, usa",60
104268,"athens, georgia, usa",28
104278,"bronx, ,",29
104362,"eugene, oregon, usa",45
104399,"middletown, ohio, usa",29
104413,"sacramento, california, usa",53
104429,"brainerd, minnesota, usa",39
104505,"bend, oregon,",34
104604,"vancouver, bc, canada",36
104636,"youngstown, ohio, usa",34
104657,"cave creek, arizona, usa",25
104665,"altoona, iowa, usa",30
104812,"woodstock, maryland, usa",19
104880,"madison, wisconsin, usa",21
105028,"kuala lumpur, federal territory, malaysia",22
105054,"edmonton, alberta, canada",29
105058,"north york, ontario, canada",32
105108,"st. louis, missouri, usa",35
105187,"la chapelle sur erdre, loire atlantique, france",53
105214,"pittsburgh, pennsylvania, usa",34
105221,"la mesa, california, usa",15
105374,"montreal, quebec, canada",25
105476,"zaragoza, aragón, spain",22
105517,"calgary, alberta, canada",28
105536,"belleville, new jersey, usa",17
105627,"london, ontario, canada",23
105745,"barcelona, catalunya, spain",34
105795,"elche, alicante, spain",24
105937,"tampa, florida, usa",27
105956,"vancouver, british columbia, canada",30
105968,"anchorage, alaska, usa",41
105979,"oakland, california, usa",26
106007,"santa rosa, california, usa",29
106225,"chicago, illinois, usa",38
106280,"toronto, ,",34
106768,"lexington, kentucky, usa",23
106849,"dunkirk, indiana, usa",39
106893,"london, england, united kingdom",32
106988,"san diego, california, usa",52
107021,"indianapolis, indiana, usa",45
107044,"adelaide, south australia, australia",24
107244,"appleton, wisconsin, usa",50
107258,"lowell, massachusetts, usa",34
107301,"west kensington, london, united kingdom",31
107326,"denver, colorado, usa",28
107453,"chunchula, alabama, usa",18
107645,"rubí, barcelona, spain",24
107784,"tarentum, pennsylvania, usa",34
107865,"tampa, florida, usa",34
107921,"virginia beach, virginia, usa",47
107951,"tübingen, baden-württemberg, germany",34
108005,"greenfield, wisconsin, usa",29
108155,"indianapolis, indiana, usa",29
108243,"canton, ga, usa",14
108285,"appleton, wisconsin, usa",22
108336,"santa cruz, california, usa",34
108352,"rochester, michigan, usa",37
108379,"toronto, ontario, canada",39
108405,"irvine, ,",49
108480,"caracas, dtto federal, venezuela",34
108752,"fort polk, louisiana, usa",31
108773,"él médano, santa cruz de tenerife, canary islands, spain",57
108799,"kaneohe, hawaii, usa",34
109427,"singapore, singapore, singapore",37
109461,"oklahoma city, oklahoma, usa",30
109491,"brentwood, california, usa",40
109574,"edmonton, alberta, canada",50
109741,"braunschweig, niedersachsen, germany",26
109779,"arab, alabama, usa",25
109899,"garnerville, new york, usa",34
109901,"sydney, new south wales, australia",59
109955,"adelaide, south australia, australia",34
110029,"norwich, england, united kingdom",27
110040,"philadelphia, pennsylvania, usa",23
110076,"toronto, ontario, canada",52
110214,"baltimore, maryland, usa",45
110267,"montreal, quebec, canada",39
110361,"san diego, california, usa",29
110373,"livingston, new jersey, usa",34
110382,"brooklyn, new york, usa",35
110440,"fairfax, virginia, usa",29
110483,"fredericton, new brunswick, canada",30
110746,"wrexham, wales, united kingdom",59
110853,"rockaway beach, new york, usa",34
110887,"olympia, washington, usa",58
110912,"milpitas, california, usa",36
110934,"kirkland, washington, usa",46
110973,"wiley ford, west virginia, usa",43
111133,"citrus springs, florida, usa",50
111174,"austin, texas, usa",34
111190,"belton, texas, usa",53
111578,"fremont, california, usa",34
111637,"tiburon, california, usa",53
111816,"portland, oregon, usa",34
111847,"sabine pass, texas, usa",38
111944,"mannford, oklahoma, usa",23
111947,"albuquerque, new mexico, usa",30
112001,"barren springs, virginia, usa",43
112026,"lakewood, washington, usa",17
112083,"tucson, arizona, usa",25
112093,"spencer, indiana, usa",35
112240,"st. paul, ,",34
112401,"brisbane, queensland, australia",49
112502,"pacifica, california, usa",34
112541,"sydney, new south wales, australia",22
112559,"dallas, texas, usa",37
112672,"reno, nevada, usa",47
112761,"bronx, new york, usa",29
112881,"kitchener, ontario, canada",18
112914,"alameda, california, usa",34
112953,"davenport, iowa, usa",31
113030,"vancouver, british columbia, canada",25
113270,"evanston, illinois, usa",25
113277,"north judson, indiana, usa",23
113292,"yuba city, ca, usa",38
113334,"calgary, alberta, canada",40
113435,"bratenahl, ohio, usa",49
113475,"harrisonville, missouri, usa",36
113519,"pleasanton, california, usa",34
113531,"caulfield, missouri, usa",63
113663,"ocala, ,",34
113752,"jacksonville, florida, usa",34
113817,"melbourne, victoria, australia",25
113904,"baltimore, maryland, usa",31
113944,"derby, kansas, usa",34
113955,"webster, new york, usa",16
113983,"plano, texas, usa",39
114007,"new york, new york, usa",34
114085,"streamwood, illinois, usa",34
114178,"tokyo, tokyo, japan",30
114216,"ste-anne-de-bellevue, quebec, canada",34
114217,"petaling jaya, selangor, malaysia",24
114265,"raleigh, , usa",34
114279,"london, england, united kingdom",42
114368,"mechanicsville, maryland, usa",33
114414,"edinburg, texas, usa",27
114444,"alexandria, virginia, usa",34
114446,"cardiff, wales, united kingdom",26
114544,"antelope, california, usa",35
114581,"san francisco, california, usa",23
114700,"rensselaer, new york, usa",28
114813,"kirkland, washington, usa",34
114865,"croydon, victoria, australia",34
114868,"edmonton, alberta, canada",31
114893,"harrogate, england, united kingdom",32
114988,"temple, texas, usa",37
115002,"stockholm, stockholm, sweden",34
115003,"asheville, north carolina, usa",43
115120,"sherman oaks, california, usa",29
115435,"cincinnati, ohio, usa",30
115490,"dekalb, illinois, usa",34
115537,"toronto, ontario, canada",50
115572,"darlington, south carolina, usa",23
115678,"fridley, minnesota, usa",34
115692,"blacksburg, virginia, usa",33
115841,"hutchinson, kansas, usa",60
115929,"deming, new mexico, usa",34
116005,"london, ontario, canada",28
116006,"dingolfing, bayern, germany",34
116122,"glendale heights, illinois, usa",31
116183,"rochester, minnesota, usa",34
116301,"colonial heights, virginia, usa",30
116599,"tehran, tehran, iran",29
116758,"paullina, iowa, usa",38
116866,"ottawa, ,",34
116904,"san antonio, texas, usa",38
116931,"ann arbor, michigan, usa",24
117111,"toronto, ontario, canada",30
117132,"st louis, missouri, usa",66
117251,"pleasant hill, california, usa",34
117384,"some other, planet, far away...",29
117539,"rock hill, south carolina, usa",30
117594,"moline, illinois, usa",26
117700,"toronto, ontario, canada",39
117873,"evanston, illinois, usa",50
117963,"oak harbor, washington, usa",34
118135,"porto, porto, portugal",29
118228,"denver, colorado, usa",34
118275,"legionowo, woj. mazowieckie, poland",24
118333,"joburg, gautang, south africa",18
118434,"darwin, northern territory, australia",23
118484,"wonder lake, illinois, usa",34
118533,"owasso, oklahoma, usa",37
118628,"toronto, ontario, canada",34
118677,"boise, idaho, usa",46
118881,"bolton, england, united kingdom",31
119248,"fpo, ap, usa",12
119364,"bothell, washington, usa",16
119575,"north vancouver, british columbia, canada",30
119590,"sacramento, california, usa",34
119594,"winnipeg, manitoba, canada",33
119671,"spokane, washington, usa",34
119725,"wokingham, berkshire, united kingdom",24
119749,"omaha, nebraska, usa",5
119858,"centennial, colorado, usa",53
120080,"preston, lancashire, england, united kingdom",32
120093,"merrick, acworth, new york, georgia, usa",59
120178,"olympia, washington, usa",59
120396,"boyce, virginia, usa",46
120548,"ourense, ourense, spain",39
120565,"singapore, n/a, singapore",38
120588,"calgary, alberta, canada",27
120598,"plant city, florida, usa",34
120610,"doncaster, south yorkshire, united kingdom",24
120696,"san bernardino, california, usa",31
120828,"munster, indiana, usa",27
120860,"huntsville, alabama, usa",34
120908,"boston, massachusetts, usa",27
121170,"arlington, virginia, usa",30
121251,"galt, california, usa",41
121264,"chicago, illinois, usa",34
121606,"petaling jaya, selangor, malaysia",23
121986,"atlanta, georgia, usa",54
122037,"bochum, nordrhein-westfalen, germany",27
122429,"kamuela, hawaii, usa",48
122440,"vancouver, british columbia, canada",29
122506,"coralville, iowa, usa",27
122716,"tucson, ,",30
122782,"juneau, alaska, usa",38
122793,"omemee, ontario, canada",46
122881,"yeovil, england, united kingdom",34
123056,"halifax, nova scotia, canada",32
123094,"morrisville, north carolina, usa",45
123095,"hollywood, maryland, usa",34
123143,"lisboa, lisboa, portugal",28
123154,"terrytown, louisiana, usa",19
123215,"carmichael, california, usa",27
123257,"circleville, ohio, usa",20
123460,"brea, california, usa",31
123501,"barcelona, catalunya, spain",27
123544,"dallas, texas, usa",34
123597,"toronto, ontario, canada",44
123608,"los banos, california, usa",17
123625,"geelong, victoria, australia",22
123744,"newark, delaware, usa",25
123790,"mount vernon, new york, usa",25
123825,"vancouver, british columbia, canada",34
123867,"kearns, utah, usa",34
123883,"topeka, kansas, usa",18
123981,"phoenix, arizona, usa",46
123988,"amarillo, texas, usa",32
124078,"muskegon, michigan, usa",25
124079,"prince george, british columbia, canada",24
124310,"salem, south carolina, usa",53
124322,"ottawa, ontario, canada",34
124363,"tallahassee, florida, usa",36
124487,"ramah, new mexico, usa",34
124597,"brights grove, ontario, canada",38
124874,"warren, new jersey, usa",32
124876,"redford, michigan, usa",23
124942,"olympia, washington, usa",34
124983,"amarillo, texas, usa",32
124989,"old orchard beach, maine, usa",46
125031,"alburquerque, ,",34
125039,"lafayette, indiana, usa",27
125063,"vancouver, british columbia, canada",44
125203,"montreal, quebec, canada",18
125287,"atlanta, georgia, usa",40
125411,"louisville, kentucky, usa",43
125519,"irvine, california, usa",40
125538,"kingston, ontario, canada",35
125692,"elmira, new york, usa",28
125736,"atlanta, georgia, usa",17
125774,"tehran, tehran, iran",36
125779,"san diego, california, usa",34
125928,"glendale heights, illinois, usa",34
126149,"salt lake city, utah, usa",34
126196,"wilmington, delaware, usa",36
126296,"ramsey, huntingdon, cambridgeshire, united kingdom",41
126388,"kernersville, north carolina, usa",26
126395,"arkansas, arkansas, usa",28
126492,"westmont, illinois, usa",31
126604,"north reading, massachusetts, usa",27
126693,"newmarket, ontario, canada",33
126697,"hershey, pennsylvania, usa",30
126736,"fulton, missouri, usa",38
126814,"west chester, ohio, usa",32
126860,"portland, oregon, usa",28
126903,"lancaster, pennsylvania, usa",34
127129,"langley, british columbia, canada",34
127131,"stopsley, bedfordshire, united kingdom",42
127171,"cincinnati, ohio, usa",36
127200,"urbana, illinois, usa",34
127203,"reading, pennsylvania, usa",20
127233,"marietta, georgia, usa",29
127359,"beaverton, oregon, usa",33
127384,"gainesville, texas, usa",32
127505,"mission, kansas, usa",41
127826,"duluth, georgia, usa",34
127914,"anchorage, alaska, usa",43
128040,"toledo, ohio, usa",35
128060,"denton, texas, usa",36
128085,"durham, north carolina, usa",40
128119,"olathe, kansas, usa",34
128122,"lithia springs, georgia, usa",37
128208,"san antonio, texas, usa",34
128325,"toledo, ohio, usa",43
128331,"chittenango, new york, usa",24
128332,"alvin, texas, usa",34
128406,"columbia, missouri, usa",31
128434,"oak park, illinois, usa",24
128464,"new york, new york, usa",52
128543,"palo alto, california, usa",34
128693,"leicester, england, united kingdom",34
128696,"southampton, england, united kingdom",34
128835,"bellingham, washington, usa",60
128915,"ridgeland, south carolina, usa",43
129008,"rapid city, south dakota, usa",44
129074,"marietta, georgia, usa",51
129084,"boise, idaho, usa",39
129338,"apache junction, arizona, usa",24
129358,"highland, california, usa",36
129368,"los gatos, ,",34
129465,"durham, north carolina, usa",33
129489,"vancouver, british columbia, canada",24
129503,"lisboa, n/a, portugal",40
129716,"tallahassee, florida, usa",30
129851,"philadelphia, pennsylvania, usa",35
129883,"portland, oregon, usa",23
130438,"yarmouth, nova scotia, canada",38
130474,"nashville, tennessee, usa",33
130482,"earth, , universe",54
130554,"sandpoint, idaho, usa",34
130570,"singapore, n/a, singapore",34
130571,"summerville, south carolina, usa",34
130636,"swartz creek, michigan, usa",20
130658,"montreal, ,",90
130705,"sydney, new south wales, australia",29
130837,"toronto, ontario, canada",32
130847,"russellville, arkansas, usa",35
131027,"portland, oregon, usa",31
131032,"west blocton, alabama, usa",36
131046,"ellington, connecticut, usa",26
131099,"nottingham, england, united kingdom",39
131126,"barcelona, catalunya, spain",31
131154,"soddy-daisy, tennessee, usa",18
131238,"bismarck, north dakota, usa",15
131402,"governors bay, canterbury, new zealand",34
131441,"paris, paris, france",18
131594,"citrus heights, california, usa",47
131622,"two rivers, wisconsin, usa",51
131686,"chemainus, british columbia, canada",27
131837,"west valley city, utah, usa",34
131855,"farnborough, hampshire, united kingdom",31
132083,"tazewell, virginia, usa",47
132171,"milltown, wisconsin, usa",54
132173,"charlotte, north carolina, usa",34
132282,"birmingham, alabama, usa",23
132371,"middletown, delaware, usa",54
132375,"denver, colorado, usa",58
132492,"hamburg- rissen, hamburg, germany",34
132500,"fürth, ,",29
132663,"newport beach, california, usa",44
132836,"west palm beach, florida, usa",57
